,id,description,universe,keyword,unkeyed,edition_type,edition
812,B16005A,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (White Alone),White alone population 5 years and over,language,population (white spoken year language by the home and speak 5 for ability at to english nativity over alone),acs5,2024-10-01
813,B16005B,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Black or African American Alone),Black or African American alone population 5 years and over,language,population spoken (black american year language by the home and speak 5 for ability at to or english african nativity over alone),acs5,2024-10-01
814,B16005C,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (American Indian and Alaska Native Alone),American Indian and Alaska Native alone population 5 years and over,language,population spoken year language by the alaska home indian (american and speak 5 for ability at native to english nativity over alone),acs5,2024-10-01
815,B16005D,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Asian Alone),Asian alone population 5 years and over,language,population spoken year (asian language by the home and speak 5 for ability at to english nativity over alone),acs5,2024-10-01
816,B16005E,Nativity by Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 5 years and over,language,population spoken year language other by (native the home islander and speak hawaiian 5 pacific for ability at to english nativity over alone),acs5,2024-10-01
817,B07004GPR,Geographical Mobility in the Past Year (Two or More Races) for Current Residence in Puerto Rico,Two or more races population 1 year and over in Puerto Rico,geographical mobility,current in the more or residence mobility geographical past year puerto for races) (two rico,acs5,2024-10-01
818,B25140,Housing Costs as a Percentage of Household Income in the Past 12 Months,Occupied housing units,housing,housing household in the past of percentage cost 12 month income a,acs5,2024-10-01
819,B05006PR,Place of Birth for the Foreign&#8211;Born Population in Puerto Rico,Foreign-born population in Puerto Rico excluding population born at sea,foreign born,rico population the in place of foreign-born puerto for birth,acs5,2024-10-01
820,B14003,Sex by School Enrollment by Type of School by Age for the Population 3 Years and Over,Population 3 years and over,school enrollment,population the 3 and year of enrollment age school type for over by sex,acs5,2024-10-01
821,B14004,Sex by College or Graduate School Enrollment by Type of School by Age for the Population 15 Years and Over,Population 15 years and over,school enrollment,population the or 15 and year of enrollment age school type for over by graduate college sex,acs5,2024-10-01
822,B14001,School Enrollment by Level of School for the Population 3 Years and Over,Population 3 years and over,school enrollment,population the level 3 and year of enrollment school for over by,acs5,2024-10-01
823,B14002,Sex by School Enrollment by Level of School by Type of School for the Population 3 Years and Over,Population 3 years and over,school enrollment,population the level 3 and year of enrollment school type for over by sex,acs5,2024-10-01
824,B25138,Lower Gross Rent Quartile (Dollars),Renter-occupied housing units paying cash rent,housing,lower rent (dollars) gross quartile,acs5,2024-10-01
825,B02018,Asian Alone or in Any Combination by Selected Groups,Total Asian alone or in any combination population (the total groups tallied),race,in alone or group by asian any combination selected,acs5,2024-10-01
826,B25137,Bedrooms by Occupancy Status,Housing units,housing,status bedroom occupancy by,acs5,2024-10-01
827,B02017,American Indian and Alaska Native Alone or in Any Combination by Selected Tribal Groupings,Total AIAN alone or in any combination population (the total groups tallied),race,alaska alone in tribal or and american any grouping by indian combination native selected,acs5,2024-10-01
828,B02016,Native Hawaiian and Other Pacific Islander Alone by Selected Groups,Total Native Hawaiian and Other Pacific Islander alone population,race,alone and hawaiian group pacific other islander by selected native,acs5,2024-10-01
829,B25139,Upper Gross Rent Quartile (Dollars),Renter-occupied housing units paying cash rent,housing,rent (dollars) upper gross quartile,acs5,2024-10-01
830,B02015,Asian Alone by Selected Groups,Total Asian alone population,race,alone group by asian selected,acs5,2024-10-01
831,B02019,Native Hawaiian and Other Pacific Islander Alone or in Any Combination by Selected Groups,Total Native Hawaiian and Other Pacific Islander alone or in any combination population (the total groups tallied),race,alone in or and hawaiian group pacific other islander by any combination native selected,acs5,2024-10-01
832,B02010,American Indian and Alaska Native Alone or in Combination With One or More Other Races,People who are American Indian or Alaska Native alone or in combination with one or more other races,race,alaska alone in more or and american race other with indian combination one native,acs5,2024-10-01
833,B24041,"Industry by Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Full&#8211;Time, Year&#8211;Round Civilian Employed Population 16 Years and Over","Full-time, year-round civilian employed population 16 years and over with earnings",occupation,"employed population in civilian full-time, past earnings year year-round by 2022 the median 16 (in and dollars) 12 for month inflation-adjusted over industry",acs5,2024-10-01
834,B24042,"Sex by Industry and Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Full&#8211;Time, Year&#8211;Round Civilian Employed Population 16 Years and Over","Full-time, year-round civilian employed population 16 years and over with earnings",occupation,"employed population in civilian full-time, past earnings year year-round by 2022 the sex median 16 (in and dollars) 12 for month inflation-adjusted over industry",acs5,2024-10-01
835,B26220,Group Quarters Type (5 Types) by Receipt of Food Stamps/SNAP in the Past 12 Months,Population in group quarters,group quarters,in the past of stamps/snap food group (5 types) type quarter by 12 receipt month,acs5,2024-10-01
836,B25134,Annual Water and Sewer Costs,Occupied housing units,housing,water and cost annual sewer,acs5,2024-10-01
837,B02014,American Indian and Alaska Native Alone for Selected Tribal Groupings,People who are American Indian and Alaska Native alone and people with no tribe reported,race,alaska alone tribal and american grouping for indian native selected,acs5,2024-10-01
838,B25133,Monthly Gas Costs,Occupied housing units,housing,cost gas monthly,acs5,2024-10-01
839,B02013,Some Other Race Alone or in Combination With One or More Other Races,Some other race alone or in combination with one or more other races,race,alone in combination or more race other with some one,acs5,2024-10-01
840,B07403PR,Geographical Mobility in the Past Year by Sex for Residence 1 Year Ago in Puerto Rico,Population 1 year and over,geographical mobility,in the residence mobility geographical past year 1 ago puerto for by sex rico,acs5,2024-10-01
